nome,rating,genero,tipo,price_com_taxa,price_sem_taxa,taxa,estoque,imagem
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,One,History,Books,£59.64,£59.64,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/77/79/777988a85de2269905bd8c2070a3cf58.jpg
Thirteen Reasons Why,One,Default,Books,£52.72,£52.72,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/6d/7b/6d7b69b4edcdf5b6b075d6fa53bf74bc.jpg
The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,Four,Childrens,Books,£58.08,£58.08,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/49/0e/490e049133ee9f398e6a70f25c12e308.jpg
The Wedding Dress,One,Romance,Books,£24.12,£24.12,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/29/3b/293bd9cd6fe1f8c82d1688aefe6cc5f7.jpg
The Vacationers,Four,Fiction,Books,£42.15,£42.15,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/34/c9/34c988a76c3cd7c04566d3030d8e7331.jpg
The Third Wave: An Entrepreneur’s Vision of the Future,Five,Business,Books,£12.61,£12.61,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/0f/76/0f76b00ea914ced1822d8ac3480c485f.jpg
The Stranger,Four,Philosophy,Books,£17.44,£17.44,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/c8/1a/c81aea97de1daaa0081d96f8564c204c.jpg
The Shadow Hero (The Shadow Hero),One,Sequential Art,Books,£33.14,£33.14,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/c3/d2/c3d2356443efca9bcad78eba8d249fc1.jpg
The Secret (The Secret #1),Four,Default,Books,£27.37,£27.37,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/d3/70/d37038f81b8ad0342346951271c31e58.jpg
The Regional Office Is Under Attack!,Five,Fiction,Books,£51.36,£51.36,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/d4/73/d473f01f077b91ce04e345305a3fa217.jpg
The Psychopath Test: A Journey Through the Madness Industry,Two,Default,Books,£36.00,£36.00,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/dd/63/dd637b4e7cb403932e6a29397d877e4e.jpg
The Project,One,Science Fiction,Books,£10.65,£10.65,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/4c/57/4c57c192057269132623f9c6b3f69559.jpg
The Power of Now: A Guide to Spiritual Enlightenment,Two,Nonfiction,Books,£43.54,£43.54,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/13/2a/132a17f55f0048a2f2df748c9f5ce4e4.jpg
The Omnivore's Dilemma: A Natural History of Four Meals,Two,Nonfiction,Books,£38.21,£38.21,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/3d/9d/3d9d46815a4be5e5e6f5e641d8268961.jpg
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Five,Food and Drink,Books,£37.34,£37.34,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/41/57/4157492623f9552e3efdc858a19968f3.jpg
The Murder of Roger Ackroyd (Hercule Poirot #4),Four,Mystery,Books,£44.10,£44.10,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/86/38/8638ba095b3b32e0abdef170e7bc4fd6.jpg
The Mistake (Off-Campus #2),Three,New Adult,Books,£43.29,£43.29,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/95/49/9549db6862283a388659611bda63b97b.jpg
The Matchmaker's Playbook (Wingmen Inc. #1),One,New Adult,Books,£55.85,£55.85,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/e9/e3/e9e3736effeb4982324dd0e4e64b2e81.jpg
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Two,Food and Drink,Books,£37.60,£37.60,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/88/e7/88e70e44632c3ca306191007bc723806.jpg
The Long Shadow of Small Ghosts: Murder and Memory in an American City,One,Crime,Books,£10.97,£10.97,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/2b/50/2b50fa031b2411a94bc68de0bbdd96fb.jpg
The Kite Runner,Four,Default,Books,£41.82,£41.82,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/65/1e/651e956a041bf4b91bfba1374f0f91e7.jpg
The House by the Lake,One,Historical Fiction,Books,£36.95,£36.95,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/46/a2/46a2c968bfccf1979cc5576085eec6dd.jpg
The Glittering Court (The Glittering Court #1),One,Fantasy,Books,£44.28,£44.28,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/2f/21/2f21c9ffd0962092ce337ecd1b338f5b.jpg
The Girl on the Train,Two,Default,Books,£55.02,£55.02,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/19/ed/19ed2156391eebbcd757a0d9f6d5860c.jpg
The Genius of Birds,One,Nonfiction,Books,£17.24,£17.24,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/2e/52/2e52982210cbc8dffe414cab72b52e38.jpg
The Emerald Mystery,Two,Default,Books,£23.15,£23.15,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/bc/1f/bc1f79af87032748b75d12079f51c031.jpg
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,One,Food and Drink,Books,£41.25,£41.25,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/81/37/81374b88e925ba998c4049abcf805196.jpg
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Three,Default,Books,£32.00,£32.00,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/39/c7/39c7bebcde5d9643ede71ac8ee87ee69.jpg
The Artist's Way: A Spiritual Path to Higher Creativity,Five,Nonfiction,Books,£38.49,£38.49,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/3b/41/3b414b6d0340a0cbbd05be0942ddaada.jpg
The Art of War,Five,Default,Books,£33.34,£33.34,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/61/1b/611b527ab7ecef530e3040c85f6602c3.jpg
The Argonauts,Two,Autobiography,Books,£10.93,£10.93,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/22/d0/22d01c710471f94dabfa41083fa3cf4e.jpg
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Three,Business,Books,£27.55,£27.55,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/50/4b/504b1891508614ff9393563f69d66c95.jpg
Suddenly in Love (Lake Haven #1),Two,Romance,Books,£55.99,£55.99,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/58/bb/58bb81b052b6ad90adcd57e95da99a50.jpg
Something More Than This,Four,Romance,Books,£16.24,£16.24,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/b8/f9/b8f9e0169c3811f9ed145c3824208de6.jpg
Soft Apocalypse,Two,Science Fiction,Books,£26.12,£26.12,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/61/ca/61ca5ab6bc514b9527af9f805fa03c31.jpg
So You've Been Publicly Shamed,Two,Nonfiction,Books,£12.23,£12.23,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/9d/15/9d150a1d5832bb9e3b82bbc1541912d6.jpg
Shoe Dog: A Memoir by the Creator of NIKE,Two,Business,Books,£23.99,£23.99,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/fc/21/fc21d144c7289e5b1cb133e01a925126.jpg
"Shobu Samurai, Project Aryoku (#3)",Three,Add a comment,Books,£29.06,£29.06,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/f3/7f/f37f3173a97baeac6b6421c54a6df7b5.jpg
Secrets and Lace (Fatal Hearts #1),One,Default,Books,£20.27,£20.27,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/04/9d/049dafcbbc11bb61bb94e8b16f343936.jpg
Scarlett Epstein Hates It Here,Five,Young Adult,Books,£43.55,£43.55,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/7e/ba/7eba21a2ecaa4651e44f04a7cd808520.jpg
Romero and Juliet: A Tragic Tale of Love and Zombies,One,Default,Books,£36.94,£36.94,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/21/bc/21bc2104d32569a0dbbb81923480d749.jpg
Redeeming Love,Five,Christian Fiction,Books,£20.47,£20.47,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/c9/74/c974d74fa0bd1735c6ae172d40b1c077.jpg
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,One,Default,Books,£41.06,£41.06,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/a4/10/a4108800f6337c5aa13b104b252d52b8.jpg
Poems That Make Grown Women Cry,Four,Poetry,Books,£14.19,£14.19,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/18/ac/18ac3f16b10a5fc47e603d93335e3f24.jpg
"Nightingale, Sing",One,Young Adult,Books,£38.28,£38.28,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/97/e6/97e65c8381cc80ba1107c3ce81c4878d.jpg
Night Sky with Exit Wounds,One,Poetry,Books,£41.05,£41.05,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/ff/48/ff48b0696fb97b7f7b5c6d15e372cb70.jpg
Mrs. Houdini,Five,Historical Fiction,Books,£30.25,£30.25,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/b4/45/b445dbc81ca3aff1321a6bf0d0fa231d.jpg
Modern Romance,Five,Add a comment,Books,£28.26,£28.26,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/78/cb/78cb28a3e8804131e8e0c3f7b8deb2fc.jpg
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),One,Default,Books,£10.76,£10.76,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/1d/ae/1dae4577eb25fcec3f88e4cbb3fc726a.jpg
Louisa: The Extraordinary Life of Mrs. Adams,Two,Biography,Books,£16.85,£16.85,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg
Little Red,Three,Childrens,Books,£13.47,£13.47,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/63/6b/636b836f5c3d67b9cda1948f5ca08694.jpg
Library of Souls (Miss Peregrine’s Peculiar Children #3),Five,Young Adult,Books,£48.56,£48.56,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/79/7a/797a5468a7d06aba28d1cc7342b1f2ba.jpg
Large Print Heart of the Pride,Two,Default,Books,£19.15,£19.15,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/59/55/5955e9e333301e3eeb3b9575c2ad3659.jpg
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Four,Womens Fiction,Books,£57.36,£57.36,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/60/e9/60e9df360fec611b15a1bbb4c28aad22.jpg
Hollow City (Miss Peregrine’s Peculiar Children #2),One,Fantasy,Books,£42.98,£42.98,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/4c/fd/4cfd83a011f60d38b140642a441ce01a.jpg
Grumbles,Two,Default,Books,£22.16,£22.16,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/20/78/207840aea0c8e2be66d998b80c6a59d3.jpg
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,Four,Travel,Books,£49.43,£49.43,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/fe/8a/fe8af6ceec7718986380c0fde9b3b34f.jpg
Frostbite (Vampire Academy #2),Five,Young Adult,Books,£29.99,£29.99,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/2a/2d/2a2d6ebcedeb7249a2a85fd1fbfd06e1.jpg
Follow You Home,One,Horror,Books,£21.36,£21.36,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/bb/c0/bbc0bdad3ad7f390017ea66bb7019579.jpg
First Steps for New Christians (Print Edition),One,Default,Books,£29.00,£29.00,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/c6/50/c650e687398b368f4a16276f6d00144b.jpg
Finders Keepers (Bill Hodges Trilogy #2),Five,Fiction,Books,£53.53,£53.53,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/76/80/76804e1881b630a110794fef5aad02cf.jpg
"Fables, Vol. 1: Legends in Exile (Fables #1)",Four,Sequential Art,Books,£41.62,£41.62,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/51/e4/51e472da0b7be65921345af6d4ca9e51.jpg
Eureka Trivia 6.0,Four,Default,Books,£54.59,£54.59,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/e8/21/e821a2e8fe4431eb895e9d46fe68c32e.jpg
Drive: The Surprising Truth About What Motivates Us,Four,Default,Books,£34.95,£34.95,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/e9/48/e948a672efe721b408c8dd1f1f3ec529.jpg
Done Rubbed Out (Reightman & Bailey #1),Five,Default,Books,£37.72,£37.72,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/4e/af/4eaf0482e122cf9100b0fff61ea3441a.jpg
Doing It Over (Most Likely To #1),Three,Romance,Books,£35.61,£35.61,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/4b/91/4b91460323973e9e140626d00474d74c.jpg
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Three,Food and Drink,Books,£42.16,£42.16,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/38/c3/38c342d52a30a8eb38b34668e9777222.jpg
Dark Notes,Five,Erotica,Books,£19.19,£19.19,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/1c/88/1c8807c42be085f3b061fe63f62a3c39.jpg
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Three,Nonfiction,Books,£19.43,£19.43,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/38/ea/38ea04e1e16ebef78fd2595771fe2287.jpg
Close to You,Four,Christian Fiction,Books,£49.46,£49.46,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/94/f4/94f4405dae04559ecdd92e62486623e3.jpg
Chasing Heaven: What Dying Taught Me About Living,Two,Spirituality,Books,£37.80,£37.80,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/87/cd/87cd2aa5c4e38244ffcb17b84b0f6efd.jpg
Big Magic: Creative Living Beyond Fear,Three,Nonfiction,Books,£30.80,£30.80,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/78/a6/78a64cdef1ea38f3ddcc77f5e3fac5fd.jpg
Becoming Wise: An Inquiry into the Mystery and Art of Living,Two,Nonfiction,Books,£27.43,£27.43,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/33/65/3365a493bba6856798437c3e341a1e5d.jpg
Beauty Restored (Riley Family Legacy Novellas #3),Two,Default,Books,£11.11,£11.11,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/68/e8/68e81c5a221dcd71516b5711641f83ed.jpg
Batman: The Long Halloween (Batman),Two,Sequential Art,Books,£36.50,£36.50,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/26/a6/26a6c3227af69348c542bc4e094279a4.jpg
Batman: The Dark Knight Returns (Batman),Five,Sequential Art,Books,£15.38,£15.38,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/1e/38/1e381319aaf7cf69c27a5171520d53fe.jpg
Ayumi's Violin,Two,Default,Books,£15.48,£15.48,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/43/78/4378757ed2632f2473e7455ae9717820.jpg
Anonymous,Four,Default,Books,£46.82,£46.82,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/31/07/31070621fa42e300a9aab403293bad92.jpg
Amy Meets the Saints and Sages,Three,Default,Books,£18.46,£18.46,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/c3/6f/c36fd57aa9fc55ab3ea56b6e08b59c8d.jpg
Amid the Chaos,One,Cultural,Books,£36.58,£36.58,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/8a/94/8a94b2ba501119af0d3520b94daf8c20.jpg
Amatus,Five,Default,Books,£50.54,£50.54,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/30/51/30512adbb6cba367d3f48e09a888da3c.jpg
Agnostic: A Spirited Manifesto,Five,Nonfiction,Books,£12.51,£12.51,£0.00,In stock (15 available),https://books.toscrape.com//media/cache/66/03/6603ceb9ac44fb012f8bf54383bc0165.jpg
Zealot: The Life and Times of Jesus of Nazareth,Three,History,Books,£24.70,£24.70,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/21/da/21dab5c065cfcde1bad7ded16a753102.jpg
You (You #1),Five,Thriller,Books,£43.61,£43.61,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/f2/f1/f2f19169771a8a8e1a4b72f22e799de8.jpg
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Four,Sequential Art,Books,£37.34,£37.34,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/b6/6a/b66a733a0fd2c0ed2cffaf5d2d9dd146.jpg
Wild Swans,Two,Young Adult,Books,£14.36,£14.36,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/ad/42/ad42a85570a887faf1b9e12715cf59bf.jpg
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Four,Politics,Books,£52.65,£52.65,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/cd/64/cd64ccda3382d62fea8167eaadd6c9a0.jpg
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Four,Nonfiction,Books,£38.20,£38.20,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/e3/d5/e3d59328474571d53aad7d07144e2ef0.jpg
What's It Like in Space?: Stories from Astronauts Who've Been There,Two,Nonfiction,Books,£19.60,£19.60,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/96/6f/966f1fe13d231041bb516c281a675646.jpg
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",One,Sequential Art,Books,£53.90,£53.90,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/3e/61/3e611e2228ffe66b05f202cd3da0359c.jpg
Walt Disney's Alice in Wonderland,Five,Childrens,Books,£12.96,£12.96,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/0f/65/0f65a1f2a3705c67b3d2a787ab3e8b99.jpg
V for Vendetta (V for Vendetta Complete),Four,Default,Books,£37.10,£37.10,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/9d/3f/9d3f79bdbfe9a9caea353627b6685699.jpg
Until Friday Night (The Field Party #1),Two,Young Adult,Books,£46.31,£46.31,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/e1/24/e1249f72129bd4b788ffd0cdd7834c24.jpg
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Two,Default,Books,£45.95,£45.95,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/e6/95/e6956bac63c9e1e6df6dac4db3a0ec0d.jpg
Twenty Yawns,Two,Childrens,Books,£22.08,£22.08,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/40/d7/40d7f9433c2f23370659c925a45fdcad.jpg
Through the Woods,Two,Sequential Art,Books,£25.38,£25.38,£0.00,In stock (14 available),https://books.toscrape.com//media/cache/ac/07/ac07aa5cfd42e6192bb801a749263bba.jpg
